Entité,Type d'entité,Fréquence
JANY-CATRlCE,ORG,1
"Communications
DEVETTER F-X.",MISC,1
L'Action Publique,ORG,1
Disponibilité temporelle,ORG,1
International Symposium on Working Times,ORG,1
IXemes,MISC,1
"International Symposium
on Working",ORG,1
February,ORG,1
"IXèmes Journées de
Sociologie du Travail",MISC,1
Nouvelles,PER,1
"Université d'Aix
Marseille",ORG,1
Lalande,LOC,1
Maures,LOC,1
29-31 Mai,LOC,1
New Information technology and the Product,ORG,1
Franco-japanese,PER,1
France and Japan,ORG,1
Vlleme congrès,ORG,1
Qualifications of the low paid in Services,ORG,1
"Job Quality and
employer behaviour",ORG,1
Lo \/\ER and the lnstituto di Economia,MISC,1
lmpresa e del Lavoro,LOC,1
14-15 March,LOC,1
Employment in the hotel and catering,MISC,1
School of Business and,ORG,1
University of Wellington,ORG,1
Construction of Youth,MISC,1
Labour Market,ORG,1
Employment and Work in France and in Japan,ORG,1
CLERSÉ-CNRS,ORG,1
Youth,LOC,1
Séminaire International,LOC,1
Recomposition des Temps de la Vie,ORG,1
"École
des Hautes Études",ORG,1
Japon-Sabisu no Jikan to Sabisu no Jidai,LOC,1
Colloque de la Société Française des Études Japonaises,MISC,1
Régimes,PER,1
International Symposium on Working Time,ORG,1
Regimes and,ORG,1
Chercheurs : GADREY J.,MISC,1
HORN F.,MISC,1
PRINTEMPS ESA,ORG,1
"MARSOIN
Principaux commanditaires",ORG,1
"Conseil Régional Nord-Pas-de
Calais",LOC,1
programme Equipe de Recherche Technologique,MISC,1
"Travail Vivant
Ressources 1n formationnelles Objectivées",MISC,1
Horn,PER,1
ERTe,MISC,1
Equipe de Recherche Technologique,ORG,1
François Horn,PER,1
Groupe de Travail «,ORG,1
"Réseau National des
Technologies Logicielles",ORG,1
Ministères de l'Industrie,LOC,1
PRINTEMPS,MISC,1
ESA,ORG,1
MARSOIN,ORG,1
Technologies Informationnelles,ORG,1
New Economy,LOC,1
Tremblay D.G.,PER,1
Rolland D.,PER,1
Moeglin,PER,1
Tremblay G.,PER,1
Globalisme et pluralisme,MISC,1
Tic et éducation,MISC,1
Gallouj F.,PER,1
Nouvellè,MISC,1
"Editions
L'Harmattan",MISC,1
Mustar,LOC,1
Penan H.,PER,1
"Articles
HORN F.",MISC,1
Logiciels,ORG,1
CIO Stratégie & Technologie,ORG,1
La distance dans les formations,MISC,1
I'ENIC,MISC,1
Ronéo,LOC,1
HORN F.-,ORG,1
Chapitre VIl,PER,1
Nouveaux modèles économiques,MISC,1
Rapport final du projet,MISC,1
Réseau National des Technologies Logicielles,ORG,1
http,MISC,1
//www-eco,PER,1
bretagne,LOC,1
RNTL,ORG,1
Programme TISC,ORG,1
"Technologies
Informationnelles",ORG,1
"Rapport de recherche du
",MISC,1
Conseil régional de Nord - Pas-de-Calais,LOC,1
"Communications
HORN F.",ORG,1
The 4th Congress on Proximity Economies,MISC,1
Proximity,MISC,1
Networks and Coordination,ORG,1
Presented by IDEP-,MISC,1
"Groupe de Recherche
Dynamiques",ORG,1
APST,ORG,1
APRIT,MISC,1
"Université de
Provence",ORG,1
Communication au colloque du CLERSÉ,MISC,1
Université Lille Ill,ORG,1
"Direction des relations industrielles et du
transfert technologique de l'Université Pierre",ORG,1
Marie Curie,PER,1
"Groupe des écoles de
télécommunications",ORG,1
SCEREN-CNDP,ORG,1
Autour du Libre 2004,MISC,1
GET,LOC,1
Scéren,LOC,1
"Le Bien
Commun",MISC,1
Université de Printemps de la FING,ORG,1
Fondation Internet Nouvelle Génération,ORG,1
Chercheurs : MOULAERT,MISC,1
ECK J-F,LOC,1
"MAITTE
C. (",MISC,1
NUSSBAUMER J.,PER,1
ATOS,MISC,1
LACRAMIOARA ANTOHI,PER,1
PARRA C.,MISC,1
GONZALEZ,MISC,1
NOLEO M.,PER,1
CHRISTIAENS,ORG,1
GUIBOUMOU C.,MISC,1
Hammer E.,PER,1
Redak V.,PER,1
Jager J.,PER,1
Wukovitsch F.,PER,1
Wien,PER,1
Vicari S.,PER,1
Haddock,PER,1
Leonardis O.,LOC,1
Membretti A.,PER,1
Pavia,PER,1
Swyngedouw E.,PER,1
Moyersoen J.,PER,1
Haussermann H.,PER,1
Gerometta J.,PER,1
Morgan K.,PER,1
Huw T.,PER,1
Cavala L.,PER,1
Napoli,PER,1
Fera G.,PER,1
"Reggio
Calabre",PER,1
Healey P.,PER,1
Madanipour A.,PER,1
Vigar G.,PER,1
Coaffee J.,PER,1
Cameron S.,PER,1
"Mehmood A.
",PER,1
Jessop B.,MISC,1
Sayer A.,MISC,1
Sum N-L.,PER,1
Lancaster,MISC,1
Monni S.,PER,1
Muro P.,PER,1
Roma,MISC,1
Olds K.,PER,1
Theodore N.,PER,1
Madison,PER,1
Y So A.,PER,1
Baark E.,PER,1
Ngai P.,PER,1
Hong Kong,LOC,1
Gayot G.,PER,1
"Eck J
P.",PER,1
Minard P.,PER,1
Maitte C.,PER,1
Ministère de l'économie,ORG,1
supra-régional,LOC,1
C. Parra,PER,1
Antohi,LOC,1
C. Guiboumou,PER,1
O'Hara,PER,1
"O.
Ailenei",PER,1
K. Zhu,PER,1
O. Ailenei,PER,1
Knowledge Base,PER,1
VALICORES,MISC,1
Cadre 4,MISC,1
Direction Générale Resecherche,ORG,1
M. Noléo,PER,1
Noléo,LOC,1
"Governance and Community
Building",ORG,1
the Socio-economic,MISC,1
IFRÉSI-,MISC,1
"Université Humboldt
de Berlin",ORG,1
Université de Naples,ORG,1
"Université
de Cardiff",ORG,1
Bénédicte Lefebvre,PER,1
Oana Ailenei,PER,1
Lise Perino,PER,1
FP6,ORG,1
J-F Eck,LOC,1
PLAN ETAT-REGION,ORG,1
Un Financement,LOC,1
Contrat de Plan Etat-Region,MISC,1
Alentour,ORG,1
I'AESOP,MISC,1
Association of European Schools of Planning,ORG,1
S. Gonzales,PER,1
De Muro,MISC,1
G. Gerometta,PER,1
Organisateurs,ORG,1
"Jacques Nussbaumer
Crée",PER,1
EMRDP,ORG,1
"European Module in Regional
Development Planning",MISC,1
"Cities and Regions
",ORG,1
Jean Hilher,PER,1
"Jacques
",PER,1
Sage,PER,1
1e t 2 mars,MISC,1
Globalization and lntegrated Area,ORG,1
RODRIGUEZ A. ET,MISC,1
Coord,PER,1
"Urban
Restructuring and Social Polarisation in the City",MISC,1
FARCY H.,PER,1
"GALLOUJ C.,",MISC,1
Consultancy and,ORG,1
The,ORG,1
Europe London,LOC,1
"Routledge Studies in International Business and the World
Economy",ORG,1
Social Region,ORG,1
Region,LOC,1
Mike,MISC,1
"Gomez
Uranga",ORG,1
Mike/ 0,MISC,1
Sistemas,PER,1
"Regional innovation
systems",ORG,1
Publishing Service of the University of the Basque Country,ORG,1
Leioa,MISC,1
Bizkaia,LOC,1
Spain,PER,1
NUSSBAUMER J,MISC,1
The economy of the large European city,MISC,1
Beyond the leaming,ORG,1
R. Kloosterman and R. Boschma,MISC,1
Regions and,ORG,1
Kluwer Academie,ORG,1
Soziale,MISC,1
Regionen,PER,1
"welchen
Einfluss",PER,1
Qualitat der Arbeit,LOC,1
Wilken U.J. ed,PER,1
Region durch,ORG,1
Regional Production and,ORG,1
Kesting S.,PER,1
Tagungsband,LOC,1
Soziai-Okonomie,LOC,1
Peter Lang Verlag,PER,1
VERVAEKE M.,PER,1
"RODRIGUEZ A. ET SVVYNGEDOUW E.,",MISC,1
Large scale,ORG,1
Critical Survey,PER,1
"Regional
Studies, Vol. 37-3",ORG,1
The Social Region,ORG,1
"The Territorial
",MISC,1
The Learning Economy,MISC,1
European Urban and Regional Studies,PER,1
Social economy,MISC,1
HILLIER J.,PER,1
"Trois essais sur le rôle de l'innovation
sociale",MISC,1
Area Development and Social Innovation,ORG,1
Cultural Focus,ORG,1
ln Moulaert,PER,1
Demuynck,ORG,1
H. and,PER,1
Special Issue,MISC,1
Bruges European Cultural,MISC,1
Carfax Publishing Company,ORG,1
"Cities and Social Exclusion:
Culture as emancipation",ORG,1
Demuynck H. and,PER,1
Bruges European,MISC,1
"Carfax
Publishing Company",PER,1
"Social polarisation in urban
cities",MISC,1
April 2001,MISC,1
"Urban restructuring in
European cities",MISC,1
Nuevas,ORG,1
Europa,LOC,1
Ciudad y Territorio,LOC,1
CyTET,LOC,1
Culture and,ORG,1
Integration in the City,MISC,1
Medieval Roots and Contemporary Experiences,ORG,1
City 8(2,MISC,1
"Social Innovation in
Governance of Local Communities",MISC,1
THEVENOT J.,PER,1
Canteleu-Lé_Jmbe,MISC,1
CLERSE-IFRESI-Agence de développement,ORG,1
Caisse des dépôts et consignations,ORG,1
SVVYNGEDOUW E. and,LOC,1
periodic progress,PER,1
Valicores intermediate,MISC,1
June,LOC,1
The Knowledge,ORG,1
"Communications
AILENEI 0",ORG,1
DEA EIRH,MISC,1
EMMAUS Wambrechies,MISC,1
Cigales du Nord-pas-de-Calais,MISC,1
Alentour,LOC,1
Journée«,MISC,1
the College of,ORG,1
Qualicicades,LOC,1
Vitoria,LOC,1
Brasil,LOC,1
I'ANPUR 'Etica,MISC,1
Planejamento e Construçao Democratica,MISC,1
Espaço,LOC,1
Rio de Janeiro,LOC,1
Firms and Institutions,ORG,1
"Communication de
séminaire",MISC,1
KU Brussels,ORG,1
Beyond the learning,ORG,1
Siena November,MISC,1
Territory and,ORG,1
Communications aux Maires de Rio de Janeiro and,MISC,1
Neighbourhood,LOC,1
The heritage of historical,MISC,1
"European Society for the
History of Economie Thought",ORG,1
HELLIER J.,PER,1
"MEDÉE
Objet",MISC,1
Rappel des objectifs,ORG,1
Offre-Demande,MISC,1
Universités d'Anvers,MISC,1
Gant,ORG,1
G. Rayp,PER,1
Mlle,LOC,1
CNRS-IFRÉSI,LOC,1
UNIDO,ORG,1
"Banque
Mondiale",ORG,1
EUROSTAT,MISC,1
Occupational Wages,PER,1
the World,LOC,1
"Census Bureau
américain",ORG,1
Piketti,LOC,1
Saenz,LOC,1
Atkinson,PER,1
Harrisson,PER,1
Palsson,PER,1
Wolff,PER,1
Deininger,PER,1
Squire,PER,1
Morrisson,LOC,1
etc.-,LOC,1
Gini,PER,1
communauté Européenne,ORG,1
CHELEM,MISC,1
OMI,ORG,1
"Qualification
Professionnelle",MISC,1
Les Enquêtes Emploi,MISC,1
"Recensements de
Population",ORG,1
Plateforme,LOC,1
J-M. Duprez,PER,1
"Pôle Qualifications et
Inégalités",ORG,1
PER 2003-2004,LOC,1
"laboratoire M.É.D.É.E.
Enfin",ORG,1
Dumont M.,PER,1
Rayp G.,PER,1
"Emigration to Europe in the sixties:
",MISC,1
Supply and demand sided,ORG,1
"Workshop
Inégalités",MISC,1
"San
Francisco USA",LOC,1
lnequality and Unemployment,ORG,1
"Papier de
recherche, présenté à la",MISC,1
Conference EALE-SOLE,PER,1
Skill dynamics and social,ORG,1
"Papier de recherche du
MÉDÉE",MISC,1
Negassi,ORG,1
S.,LOC,1
Technological,PER,1
"Applied
Econometries",MISC,1
Association International Conference,ORG,1
Singapore,LOC,1
Congrès de I'AFSE,MISC,1
Journées de l'Association Française de Sciences Économiques,MISC,1
J. Hellier,PER,1
The Impact of Social,ORG,1
"R&D Subsidies on
lnequality and Growth",ORG,1
Journées de I'A.F.S.E.,MISC,1
Combining,PER,1
European Economie and Finance,PER,1
Annual Conference,LOC,1
14-16 Mai,LOC,1
Martin P.,PER,1
Regional policies and inequalities,ORG,1
are subsidies good for you,MISC,1
Annual Congress of the European Economie,ORG,1
"European Association of Labour Economists Annual
Conference",ORG,1
Technological change and inequalities in a,ORG,1
Annual Congress,ORG,1
Venice,ORG,1
GOR T2,MISC,1
Théorie,PER,1
Macroéconomie,LOC,1
Université d'Evry-Val d'Essonne,ORG,1
Dupont V.,MISC,1
The Impact of Minimum Wage,ORG,1
R&D and Unemployment,ORG,1
New Information Technologies,MISC,1
"Conference Econometries of
Wages",MISC,1
May 2002,LOC,1
J. E. L.,PER,1
"Revue
Economique de Louvain",MISC,1
Bauduin N.,PER,1
International Review of Applied Economies,ORG,1
Growing lnequalities,MISC,1
Skilled and,MISC,1
"Unskilled
Workers: The Technological Bias",ORG,1
North-South Openness,MISC,1
Journal of Economie Survey,ORG,1
BESSON,MISC,1
ESCP-EAP,MISC,1
Poursuite de la caractérisation des processus complexes,MISC,1
"H.
Mintzberg",PER,1
Henry Mintzberg,PER,1
R. Lewis,PER,1
I'Academy of Management,MISC,1
Seattle,LOC,1
Chester Barnard,PER,1
"The
Functions of the Executive",ORG,1
"Leadership, Intégration Groupe",MISC,1
"Université
d'entreprise",ORG,1
Construction des équipes managériales,MISC,1
"Transformation
Entrepreneuriale",MISC,1
"opération
MAHIEU C.",MISC,1
J'ouvrage collectif,MISC,1
"Politiques du changement
stratégique",MISC,1
"Le coaching à l'épreuve de la
transformation managériale",MISC,1
L'art du Management,MISC,1
Les Echos,MISC,1
Le Financial Times,ORG,1
Pratiques stratégiques,MISC,1
ASAC 2004,MISC,1
"Conférence de
l'Association des Sciences Administratives du Canada",MISC,1
"Un programme de recherche pour la
décennie",MISC,1
"Le travail de la stratégie et la
construction de J'acteur managérial",MISC,1
"Politiques du changement stratégique
en entreprise",MISC,1
Conférence de l'Al MS,MISC,1
Rapport IFRÉSI,MISC,1
Etat-Région Nord-Pas-de-Calais,LOC,1
CREREG de l'université de Rennes 1,LOC,1
Sonia Paty,PER,1
ASPE,ORG,1
Analyse Spatiale des Phénomènes Economiques,MISC,1
Besançon,LOC,1
Département d'Economie Appliquée,LOC,1
Didier Baudewyns,PER,1
I'ULB,PER,1
"Fiscalité
• Objectifs",ORG,1
Déterminer,PER,1
"Description du travail
Toute politique de dépenses publiques",MISC,1
Mintz et Tulkens,MISC,1
Bucovetsky,PER,1
Nash,PER,1
"Description du travail
Le travail d'accumulation",MISC,1
Marché commun,LOC,1
Axe 2,MISC,1
Viveret,LOC,1
Un certain nombre de problèmes devront alors être étudiés,MISC,1
"Description du travail
L'outil",MISC,1
Desaigues,LOC,1
Point,LOC,1
Bartik,PER,1
Exprimé,LOC,1
Mitchell,PER,1
Carson,LOC,1
Graves,LOC,1
Murdoch,LOC,1
Thayer,MISC,1
Waldman,PER,1
Luchini,PER,1
Tiebout,LOC,1
i!,MISC,1
Guengant,LOC,1
Sandler,PER,1
Tschirhart,PER,1
Madiès,LOC,1
Paty,LOC,1
Frenkel,LOC,1
Razin,PER,1
Sad,LOC,1
Giovannini,PER,1
Sinn,PER,1
Ashauer,PER,1
Barro,PER,1
"Sala
i-Martin",LOC,1
Futagami,ORG,1
Morita,MISC,1
Shibata,MISC,1
"À la suite du colloque ""Corporations et corporatisme dans la société française",MISC,1
Cornell University,ORG,1
Cornell,ORG,1
Steven L Kaplan,PER,1
CERSAT ÉS,MISC,1
Poursuivant,PER,1
Eden,LOC,1
Prolongeant,LOC,1
"Revue
d'histoire du",MISC,1
Matthieu de Oliveira,PER,1
M. Lapied,MISC,1
C. Peyrard,PER,1
"Aix, Publications de l'Université de Provence",MISC,1
Sylvain Leteux,MISC,1
Libéralisme,PER,1
Corporation,LOC,1
Altare,LOC,1
"Revue
historique",MISC,1
no617,PER,1
Odette Hardy,PER,1
Pierre Naville,PER,1
"Histoire du
contentieux",MISC,1
XVIIIe-XXe,PER,1
ministère de la Recherche,ORG,1
Association des industriels du Nord de la France,ORG,1
AINF,MISC,1
Belle Époque,PER,1
Jean-Paul Barrière,PER,1
Suzy Pasleau,PER,1
CERSATÉS-IFRÉSI-Université Paris-X-Nanterre,MISC,1
lssiaka Mandé,PER,1
"Université
Paris-VIl",ORG,1
Université Paris-VIl,LOC,1
CERSA1ÉS,ORG,1
"Congrès
d'Helsinki",MISC,1
université de Valenciennes,ORG,1
XV!e-XXe,LOC,1
no15,LOC,1
Emmanuel Chadeau,PER,1
Les entreprises françaises face à l'Allemagne,MISC,1
Alain Plessis,PER,1
XIX-656 p.,MISC,1
CHES,LOC,1
ISH,MISC,1
Stéphane Palaude,PER,1
MaÎtres,PER,1
Anne Callite,PER,1
Entreprises et entrepreneurs de matériel ferroviaire,MISC,1
Laurent Bigand,PER,1
"De Nicolas
Jacques Conté",PER,1
Conté S. A.,PER,1
Ver,ORG,1
Bücher,PER,1
Classe ouvrière,MISC,1
MINARD P. éd,PER,1
XVIW,MISC,1
Die Zünfte in Frankreich,ORG,1
H.-G. HAUPT,PER,1
Gëttingen,LOC,1
"Revue
d'histoire moderne et contemporaine",MISC,1
2/2002,MISC,1
Saint-Simonisme,PER,1
Corporation,ORG,1
Alta re,PER,1
Revue historique,MISC,1
Revue d'Histoire Moderne,MISC,1
VAILLANT-GABETS,LOC,1
Seydoux,LOC,1
"Cateau
Cambrésis",LOC,1
XIXe-xxe,LOC,1
Série no 17,MISC,1
"Les
risques du travail en Europe du Nord-Ouest",MISC,1
Al NF,LOC,1
Sécurité,MISC,1
Forges,MISC,1
XVIIe-XVIIIe,LOC,1
"Les ouvriers qualifiés de J'industrie
",MISC,1
G. Gayot,MISC,1
Heinz-Gerhard HAUPT,PER,1
"Europaïscher
Vergleich",PER,1
Gëttingen,PER,1
Vandenhoeck & Ruprecht,ORG,1
CAZAL D.,MISC,1
Dietrich A,PER,1
"Contrat de Plan Etat-Région
Objet",MISC,1
A Dietrich,MISC,1
Association de Gestion des Ressources Humaines,ORG,1
Liaisons,PER,1
"Stratégie de
Renault",ORG,1
Gestion Prévisionnelle de l'Emploi,MISC,1
Centres d'Economie Rurale,MISC,1
RE,MISC,1
Cazal,LOC,1
Klarsfeld A.,PER,1
Oiry E.,PER,1
Renouveau,PER,1
Rabasse,PER,1
Liaisons,LOC,1
Warnier V.,PER,1
Management et conjoncture sociale,MISC,1
"Communications
Cazal D.",MISC,1
"ESC
Rouen",LOC,1
"13ème
Congrès de I'AGRH",ORG,1
WarQier V.,MISC,1
"Xleme Conférence de l'Association
Internationale de Management Stratégique",PER,1
ESC Paris,LOC,1
"Papier nominé pour
le prix Jeune Chercheur",MISC,1
Progressivement,ORG,1
"Université
de Lille 3",LOC,1
Sociologie et posture critique,MISC,1
B.Lahire,LOC,1
pp.137-154,LOC,1
H.Poltier,LOC,1
A.M.Guénette,LOC,1
Payot,LOC,1
pp.185-,LOC,1
Martuccelli 0,MISC,1
Cornelius,PER,1
Cahiers internationaux,LOC,1
CXIII,MISC,1
Fissures,LOC,1
"Revue
économique et sociale",MISC,1
pp.81-85,MISC,1
Retour sur la domination»,MISC,1
Figures,PER,1
Mugak,PER,1
Plaidoyer,ORG,1
"Le
Libéralisme",ORG,1
Dominations sociales,MISC,1
Groupe d'études sur l'institutionnalisation des mouvements sociaux,ORG,1
GRIMS,MISC,1
CIDOB,LOC,1
Martuccelli,PER,1
Reconstruire,PER,1
Colloque A.I.S.L.F.,MISC,1
Retour sur les nouvelles formes de domination sociale,MISC,1
Grammaires de l'individu,MISC,1
Berton F.,PER,1
Correia M.,PER,1
Lespessailles C.,MISC,1
Maillebouis M.,PER,1
"La
demande de formation",MISC,1
Qu'est-ce qu'une sociologie de l'individu?,MISC,1
Fribourg,LOC,1
Editions Universitaires Fribourg,LOC,1
Caradec V.,PER,1
Septentrion,LOC,1
Grammaires,LOC,1
pp.233-242,MISC,1
"Colloque de
Cerisy",PER,1
"Université de
Fribourg",LOC,1
Chaire,LOC,1
Individu,LOC,1
GRACC,LOC,1
"Université
de Montréal",ORG,1
Intervention à l'Université d'Ottawa,MISC,1
CIRCEM,ORG,1
LAP,MISC,1
Citéphilo,MISC,1
Guy Bajoit,PER,1
DEMBINSKY O.,PER,1
Professions,LOC,1
tro1s,LOC,1
"Société no2
",ORG,1
"Communications
•",MISC,1
UQAM,MISC,1
OMS/,PER,1
Tananarive,LOC,1
Panorama,LOC,1
Journées d'études de la sociologie du travail,MISC,1
Institut de recherche pour le développement,ORG,1
"Unité de recherche ""Travail et
mondialisation",ORG,1
Monique Selim DR,PER,1
Bernard Hours,PER,1
"DR IRD
",ORG,1
Institut français,ORG,1
"Enquête éthnologique
En Ouzbékistan",MISC,1
URSS- agriculture,LOC,1
Union soviétique,ORG,1
Tachkent,LOC,1
Blancs,PER,1
P. A. Riach,PER,1
J. Rich,PER,1
Measuring,PER,1
seeking gunsmoke,MISC,1
Journal of Post Keynesian Economies,ORG,1
log-linéaires,MISC,1
CLERSÉ-Université de Sheffield,ORG,1
Max-Planck,PER,1
Institut des hautes études de la Sécurité Intérieure,ORG,1
"Les Cahiers de la sécurité
intérieure",MISC,1
pp.111-137,MISC,1
CASSAN D.,LOC,1
Les Cahiers de la sécurité intérieure,MISC,1
"Policiers et médiateurs sur le recrutement et les
appartenances",MISC,1
Institut des hautes études de la sécurité intérieure,ORG,1
"Internet
Opération",MISC,1
CONVERT B.,LOC,1
U.Montréal,LOC,1
Ordres,ORG,1
Les aspects économiques de l',MISC,1
Rythmes de travail,ORG,1
"Opération nouvelle
Chercheurs",MISC,1
CORNUAU,MISC,1
"DEVETTER F-X.
",LOC,1
MORTAIN B.,PER,1
"CLERSÉ
Commanditaire",ORG,1
Mission recherche,MISC,1
MIRe,MISC,1
Chercheurs : PETITE S.,MISC,1
Conseil d'administration,ORG,1
Conseil scientifique,ORG,1
Commissions de spécialistes,MISC,1
Fonds social européen,ORG,1
Gadrey,MISC,1
Ollagnier E.,PER,1
Perez S.,PER,1
"Harmattan
Rapport",LOC,1
Gadrey N.,PER,1
"Les femmes au sein des personnels
enseignants",MISC,1
FSE,ORG,1
La féminisation des enseignants-chercheurs,MISC,1
"Université des
sciences et technologies de Lille",ORG,1
Réseau international,ORG,1
Notre recherche actuelle porte sur la réception de la radio,MISC,1
NRJ,ORG,1
Skyrock,PER,1
Fun radio,MISC,1
Médiamorphoses,PER,1
"CARADEC V.,",ORG,1
Vie culturelle,MISC,1
Adolescents,ORG,1
Informations sociales,MISC,1
Tolila P.,PER,1
Public(s,LOC,1
Volume 11,MISC,1
Yacast,MISC,1
Yacast,LOC,1
Sociologie des auditoires radiophoniques,MISC,1
Chercheurs: CHANET J-F.,MISC,1
XJxe,MISC,1
Ille République,LOC,1
"Histoire de J'éducation et du comité d'évaluation
",MISC,1
SHE,ORG,1
I'INRP,MISC,1
Musée national de l'Éducation,LOC,1
"International Standing
Conference for the History of Education",ORG,1
ISCHE,ORG,1
XJXe,MISC,1
Paedagogica Historica,PER,1
Victor Duruy,PER,1
Agénor Bardoux,PER,1
Luigi Luzzatti,MISC,1
lettere ed arti,PER,1
Scuola,LOC,1
Nuovi,LOC,1
Épée,LOC,1
no19,LOC,1
Vincent Duclert,PER,1
Christophe Prochasson,PER,1
Dictionnaire critique de la République,MISC,1
Jaurès,PER,1
"Alain
Boscus",PER,1
Rémy Cazals,PER,1
Sur les pas de Jaurès,MISC,1
Privat,LOC,1
"Philippe
Marchand",PER,1
519 p. Signalons,MISC,1
Marie-Christine,PER,1
J.-J. Becker,PER,1
G. Candar,PER,1
"519 p.
",LOC,1
I'Epée,MISC,1
"no 19,2001",PER,1
La guerre des crucifix,MISC,1
L'Histoire,MISC,1
Religion,MISC,1
"Histoire de
l'éducation",ORG,1
MARCHAND P,MISC,1
Annali,LOC,1
Gramsci Emilia-Romagna,PER,1
"Fondation
Charles de Gaulle",ORG,1
Plon,LOC,1
Fondation Charles de Gaulle,LOC,1
"Conférence d'ouverture du 258 congrès de l'International
Standing Conference for the History of Education",MISC,1
"Paedagogica
Historica",MISC,1
Paedagogica Historica,MISC,1
J.-P. Jessenne,MISC,1
Directoire,MISC,1
"Centre de Recherche sur l'Histoire de l'Europe du Nord
Ouest",LOC,1
Lorsque l'enfant grandit,MISC,1
J.-P. Bardet,PER,1
J.-N. Luc,PER,1
Robin-Romero,PER,1
Rollet,LOC,1
Université de Paris-Sorbonne,ORG,1
XIX8,MISC,1
Vil!eneuve-d'Ascq,LOC,1
no 17,MISC,1
Partenaire: OFIP Université de Lille 1,MISC,1
DEUG,MISC,1
CPGE,ORG,1
IUf,LOC,1
"Lettres,
",MISC,1
bac C,MISC,1
"Classes préparatoires ou premiers cycles des
disciplines académiques",MISC,1
"DEUG Physique
Chimie",ORG,1
Sciences,MISC,1
les Lettres,MISC,1
"Communications
CONVERT B.",ORG,1
La «désaffection» pour les études scientifiques,MISC,1
"Colloque du Groupe de travail international sur les inscriptions dans
l'enseignement supérieur",MISC,1
Sciences et,ORG,1
La crise des filières scientifiques,MISC,1
Découvrir les Sciences,ORG,1
Porchet,PER,1
Ministre de l'Education Nationale,ORG,1
Construction,PER,1
Communication à la,MISC,1
Journée Regards,MISC,1
"La baisse des inscriptions dans les filières
scientifiques universitaires",MISC,1
Groupe de Travail,ORG,1
25 Mars,LOC,1
Études monographiques,ORG,1
Chercheurs :,MISC,1
Observatoire Sociologique du Changement CNRS-FNSP,LOC,1
"Centro
de Estudos da Escala",PER,1
Faculdade de Psicologia e de,PER,1
"Universidade de
Lisboa",ORG,1
lnstitute of Education & King',MISC,1
"École
postuniversitaire de sociologie et de politique sociale de la",ORG,1
Faculté des Lettres,ORG,1
Catherine SARTHON,PER,1
MCF géographie,ORG,1
PRCD,MISC,1
Portugal-,MISC,1
Les pratiques d'évaluation du travail d'enseignement,MISC,1
Université de Lille1,ORG,1
Privé/public,MISC,1
Ville-école-Intégration,LOC,1
Illusion,ORG,1
Sociétés contemporaines,ORG,1
Sociologiques,PER,1
Volume XXXV,PER,1
"Revue française
de Pédagogie",MISC,1
TONDELUER M.,PER,1
Les sciences de J'éducation,MISC,1
Revue française de pédagogie,MISC,1
no140,LOC,1
Questions sur l'efficacité de l'évaluation,MISC,1
Figari G.,PER,1
Achouche M.,PER,1
Enjeux et limites de l'obligation de résultats,MISC,1
"Actes de la
rencontre inter-académique des 21-22 novembre",MISC,1
CRDP de Lorraine,MISC,1
AFIDES,MISC,1
SCÉREN-CNDP,LOC,1
p113-120,MISC,1
IFRÉSI,LOC,1
Van ZANTEN A.,ORG,1
DA COSTA S.,ORG,1
ROUSSIER-FUSCO E.,ORG,1
"Analyse de l'évolution des modes de régulation
institutionnalisée",MISC,1
Je système éducatif français,MISC,1
"Se
PCRD",ORG,1
Communication au premier congrès,MISC,1
MAROY Ch,PER,1
Réseau Éducation-Formation,ORG,1
Symposium no1,ORG,1
TON,MISC,1
Communication au colloque Travail,MISC,1
Réseau TAP,ORG,1
TONDELLIER M.,MISC,1
Communication au congrès AISLF,MISC,1
CR07,LOC,1
VERDIÈRE,ORG,1
"Académie
de Lille",ORG,1
"Communication au 4e Congrès international de l'Association des enseignants
chercheurs en sciences de l'éducation",MISC,1
Formes,ORG,1
Chercheurs : CHARLON E.,MISC,1
ROQUET P. (,PER,1
Commanditaires,MISC,1
Préfecture de Région,LOC,1
"Conseil Régional Nord-Pas-de-Calais
Objet",LOC,1
laboratoire Trigone,ORG,1
Trois décennies de formation,MISC,1
GESLIN M-P.,ORG,1
"ROQUET P.,",PER,1
L'évolution des métiers,MISC,1
CLENET J.,LOC,1
CUEEP-Trigone,PER,1
C2RP,MISC,1
Chercheur : LÉNÉ A.,MISC,1
Un numéro spécial de la revue Education,MISC,1
Danilo Martuccelli,PER,1
Rémunérer,PER,1
no45,LOC,1
"Communications
LÉNÉ A.,",ORG,1
Overeducation and,ORG,1
International,LOC,1
what do we know,MISC,1
jointly organised,ORG,1
lnstitute for Human Development,MISC,1
Berlin) and ROA,ORG,1
Maastricht University,ORG,1
Enterprise-related training and poaching,MISC,1
h European,LOC,1
Economists Conference,PER,1
Panthéon-Sorbonne,LOC,1
Journées d'études du GOR,MISC,1
RAPPE,MISC,1
Lest-ldep,LOC,1
Transition from school to work,MISC,1
Migration,MISC,1
japaf}ese,LOC,1
LENE A.,ORG,1
Séminaire d'Economie,LOC,1
in France and Japan,ORG,1
"Séminaire
Réflexions",LOC,1
DESS Métiers,ORG,1
Université Pierre Mendès France,ORG,1
Mention,LOC,1
